FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Crime or Offence
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,80,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,473,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,42,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,314,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,17587,All Offences
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,129,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,1004,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,45,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,6336,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,297,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,11,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,93,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,35,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,36,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,456,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,403,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,336,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,2228,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,106,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,20,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,539,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,23,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,371,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,628,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,8,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,6,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,969,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,659,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,3138,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2014/2015,Count,Crimes Or Offences Recorded,6125,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2014/2015,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,2032,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,5,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,521,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,655,Crimes: Coronavirus Restrictions
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,332,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,2115,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,232,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,1,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,3040,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,22,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,554,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,608,All Crimes
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,254,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,188,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,3792,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,69,Crimes: Group 2: Threatening to or disclosing intimate images
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,3971,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,505,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,765,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,451,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,60,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,14,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,8,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,299,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,1,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,5,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 1: Domestic Abuse (Scotland) Act 2018
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,95,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,353,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,4654,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,10,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,670,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,2,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,39,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,256,All Offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,105,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,58,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,45,Offences: Group 8: Other road traffic offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,75,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 5: Weapons possession (used)
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,19,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,374,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,88,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,1520,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,4738,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,60,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,1287,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,11,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,139,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,13501,All Offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,227,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,13,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,117,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,1463,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,7321,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,123,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,375,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,69,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,2,Offences: Group 8: Mobile phone offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Licensing offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,155,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,2,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,173,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,13377,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2021/2022,Count,Crimes Or Offences Recorded,395,Offences: Group 8: Speeding
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,3,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,347,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,116,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,170,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,3313,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,32673,All Crimes
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,1179,All Group 7: Miscellaneous offences
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,2597,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,2090,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,484,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,72,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,4526,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,245,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,4166,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,40,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,67,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,39,Crimes: Coronavirus Restrictions
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,59,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,246,All Offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,5,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,368,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,63,Offences: Group 8: Unlawful use of vehicle
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,3,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,2,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,519,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,45,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,42,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,36,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,183,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,109,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,1,Offences: Group 6: Drunkenness and other disorderly conduct
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,349,Crimes: Group 5: Weapons possession (used)
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 1: Domestic Abuse (Scotland) Act 2018
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,12923,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,12987,All Offences
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,160,Crimes: Group 2: Communicating indecently
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,218,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,200,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,6,Offences: Group 6: Racially aggravated conduct
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,4,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,6144,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,12,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,4716,All Group 6: Antisocial offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,9,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,7,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,32,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2021/2022,Ratio,Crimes Or Offences Recorded,7,Offences: Group 8: Vehicle defect offences
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,70,Offences: Group 7: Environmental offences
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,2395,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,17,Offences: Group 7: Community and public order offences
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,1892,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,262,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,3789,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,431,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,978,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,4932,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,69,Crimes: Group 2: Indecent photos of children
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,2056,Crimes: Coronavirus Restrictions
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,5,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,5209,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,18,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,135,Crimes: Group 1: Domestic Abuse (Scotland) Act 2018
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,24,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,1287,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Threatening to or disclosing intimate images
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,1,Offences: Group 7: Other misc. offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,86,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,7092,All Group 8: Road traffic offences
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,79,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2020/2021,Count,Crimes Or Offences Recorded,5737,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2020/2021,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,16,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,1869,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,6939,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,0,Crimes: Coronavirus Restrictions
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 1: Domestic Abuse (Scotland) Act 2018
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,9,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,5810,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,220,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,11,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,5,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,130,Crimes: Group 1: Domestic Abuse (Scotland) Act 2018
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,178,Offences: Group 8: Seat belt offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,88,Offences: Group 7: Wildlife offences
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,166,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,4,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,19,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,54,Crimes: Group 2: Threatening to or disclosing intimate images
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,6,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2022/2023,Count,Crimes Or Offences Recorded,3638,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2022/2023,Ratio,Crimes Or Offences Recorded,13,Offences: Group 7: Community and public order offences
