FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Crime or Offence
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,75,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,216,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,2,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,14,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,12,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,62576,All Crimes
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,34,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,37919,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,9660,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,634,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,91,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,18,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,98,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,3513,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,1768,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,296,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,697,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,848,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,20,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,69,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,40,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,492,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,1010,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,478,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,54,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,883,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,16,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,4103,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,1105,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,203,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,13,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,40,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,93,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,20,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,559,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,88,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,42,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,293,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,77,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,500,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,2156,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,277,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,24,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,2127,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,1877,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,4160,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,202,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,5065,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,10,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,145,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,7189,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,13662,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,1999/2000,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,3400,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,12,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,216,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,60096,All Crimes
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,25,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,7343,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,163,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,1999/2000,Count,Crimes Or Offences Recorded,3394,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2000/2001,Ratio,Crimes Or Offences Recorded,15,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2000/2001,Count,Crimes Or Offences Recorded,100,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,748,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,406,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,838,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,105,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,56987,All Crimes
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,365,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,48,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,29036,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,25,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,2457,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,8481,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,646,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,102,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,887,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,316,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,59,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,556,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,137,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,12,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,106,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,883,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,1425,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,3275,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,1019,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,138,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,189,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,9,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,9,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,6765,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,2171,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,12124,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,8,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,151,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,1268,All Crimes
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,7139,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,73,Crimes: Group 3: Shoplifting
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,79,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,9,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,15,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,371,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,53,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,409,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2006/2007,Ratio,Crimes Or Offences Recorded,214,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2006/2007,Ratio,Crimes Or Offences Recorded,223,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,5264,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2006/2007,Ratio,Crimes Or Offences Recorded,40,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2006/2007,Count,Crimes Or Offences Recorded,4094,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,55,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,268,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,257,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,270,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,2404,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,117,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,1146,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,4786,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,3534,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,7,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,17,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,654,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,20,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,12051,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,11555,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,10,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,2,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,40,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,19,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,159,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,20,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2005/2006,Count,Crimes Or Offences Recorded,131,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2005/2006,Ratio,Crimes Or Offences Recorded,32,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,59478,All Crimes
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,280,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,811,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,18,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,2265,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,88,Offences: Group 6: Threatening and abusive behaviour
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,96,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,97,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,3660,Crimes: Group 3: Theft from a motor vehicle
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,8887,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,21,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,10832,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,447,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,126,Offences: Group 6: Urinating etc.
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,2,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 1: Death by dangerous driving
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,11243,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,166,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,50,Crimes: Group 5: Crimes against public justice
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,51,Crimes: Group 5: Drugs - Possession
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,15,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,104,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,79,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,596,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2003/2004,Count,Crimes Or Offences Recorded,7534,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,239,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2003/2004,Ratio,Crimes Or Offences Recorded,97,Crimes: Group 3: Housebreaking
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,23,Crimes: Group 3: Other dishonesty
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,46,Crimes: Group 2: Crimes associated with prostitution
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,39,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,1,Crimes: Group 2: Other sexual crimes
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,3,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,13,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,10,Offences: Group 8: Dangerous and careless driving
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,7419,Crimes: Group 1: Common assault
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,6,Crimes: Group 4: Fire-raising
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,156,Crimes: Group 2: Rape & attempted rape
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,131,Crimes: Group 4: Reckless conduct
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,0,Crimes: Group 5: Other crimes against society
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,4313,Crimes: Group 3: Fraud
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,792,All Group 2: Sexual crimes
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,1009,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,14,Crimes: Group 5: Weapons possession (not used)
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,922,Crimes: Group 3: Theft by opening lockfast places
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,18,Offences: Group 8: Driving under the influence
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,524,Crimes: Group 1: Robbery
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,32418,All Group 3: Crimes of dishonesty
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,23,Crimes: Group 5: Drugs - Supply
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,12413,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,1334,All Crimes
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,12,Crimes: Group 1: Murder and culpable homicide
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,199,All Group 1: Non-sexual crimes of violence
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,252,All Group 4: Damage and reckless behaviour
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,278,Crimes: Group 3: Other theft
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,466,Crimes: Group 1: Other non-sexual violence
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,2,Crimes: Group 2: Causing to view sexual activity or images
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,464,Crimes: Group 1: Serious assault and attempted murder
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,6138,All Group 5: Crimes against society
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,59,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2004/2005,Count,Crimes Or Offences Recorded,2626,Crimes: Group 3: Theft of a motor vehicle
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,243,Crimes: Group 4: Vandalism
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,10,Crimes: Group 2: Sexual assault
S12000036,City of Edinburgh,Council Area,2004/2005,Ratio,Crimes Or Offences Recorded,82,Crimes: Group 3: Theft from a motor vehicle
